# Table to help utils/upd_stnfo guess GAMIT receive, antenna, software codes from RINEX headers
 ant LEIAT501     LC_501 
 ant LEIAT502     LC_502 
 ant LEIAT503     LC_503  
 ant AT503        LC_503 
 ant LEIAT504^    LC_504  
 ant AT504        LC_504 
 ant LEIAT504GG   LC504G
 ant ^AT504       LC_504
 ant AX1202       LC1202
 ant LEIAR25      LCAR25 
 ant AS10         LCAS10 

# Javad codes                                                  
 rcv JPL_Leg        JPSLEG                                       
 ant JNSMARANT      JNSMAR    
 ant JPSLEGANT_E    JP_LEG
 ant JPSODYSSEY_I   JP_ODY
 ant JPSREGANT_SD_E JPRSDE
 ant JPSREGANT_DD_E JPRDDE
 ant JPSREGANT_SD_I JPRSDI
 ant JPSREGANT_DD_I JPRDDI
 ant JNSMARANT_GGD  JNSMAR

# Navcom codes
 rcv NCT-2000D   NCT200           
 rcv SF-2000     SF2000           
 rcv NCT-2030M   NCT203           
 rcv SF-2040G    SF204G           
 rcv SF-2050G    SF205G           
 rcv SF-2050M    SF205M           
 rcv SF-2050R    RT2050           
 rcv RT-3010S    RT301S           
 rcv RT-3020S    RT302S           
 rcv RT-3020M    RT302M
 ant NAVAN2004T         AN2004          
 ant NAVAN2008T         AN2008                                 
 ant NAVCOM SF-2040G    SF204G                               
 ant NAVCOM RT-3010S    RT301S   
# Novatel codes
 rcv NOVATEL MILLENIUM NOVMIL    
 rcv NOVATEL WAAS      NOVWAS  
 rcv NOV EUR04        NOVEU4 
 rcv NOV MILLEN-RT2   NOVRT2 
 rcv NOV^OEMV3        NOVMV3 
 rcv NOV^OEMV1        NOV_V1 
 rcv NOV^OEMV1G       NOVV1G 
 rcv NOV^OEMV2        NOV_V2 
 rcv NOV6OEMV3        NOV_V3 
 rcv NOV^15A          NOV15A 
 rcv NOV^WAASGII      NOVGII 
 ant NOV501       NO501N      
 ant NOV501+CR    NO501C      
 ant NOV503+CR    NO503C      
 ant NOV503+CR+RD NO503R      
 ant NOV502       NO502N      
 ant NOV502       NO502N      
 ant NOV502+CR    NO502C      
 ant NOV531       NO531N      
 ant NOV531+CR    NO531C      
 ant NOV600       NOV600      
 ant NOV_WAAS_600 NOV6WA 
 ant NOV702_2.02  NO7022 
 ant NOV702_3.00  NO7023 
 ant NOV702GG     NO70GG 
 ant NOV702GGL    NO70GL 
 ant NOV702 rev.4 NO70R4 
 ant NOV533+CR    NO533R 
 ant NOV600LB     NO600B 
 ant NOV701GG     NO701G 
 ant NOV701GGL    NO701L 
 ant NOV702GG     NO702G 
 ant NOV702L      NO702L 
 ant NOV704X      NO704X 
          
# Sepentriao codes
 ant SEPTPOLANT_X_MF   SEPXMF 

# Topcon codes
 rcv  TOPCON^GP-R1     TOPPR1  
 rcv  TOPCON^GP-R1D    TOPRID  
 rcv  TOPCON^GP-R1DP   TOPRIP                                                  
 rcv  TOPCON^GP-R1DY   TOPR1Y  
 rcv  TOPCON^GP-S1     TOPPS1  
 rcv  TOPCON^TURBO-SII TOPTRB  
 rcv  TOPCON^GP-SX1    TOPSX1  
 rcv  TOPCON^TT4000SSI TOPSSI  
 rcv  TOPCON^GP-DX1    TOPDX1  
 rcv  TOPCON^GP-R1SD   TOPRIS  
 rcv  TOPCON^LEGACY^GD TOPLEG  
 rcv  JPS^LEGACY^GD    JPSLEG  
 rcv  TPS^LEGACY^GD    TPSLEG    
 rcv  JPS^LEGACY       JPSLEG  
 rcv  TPS^LEGACY       TPSLEG    
 rcv  TPS^LAGACY       TPSLEG    
 rcv  JPS^REGENCY      JPSREG  
 rcv  TPS^REGENCY      TPSREG  
 rcv  TOPCON^ODYSSEY   TOPODY 
 rcv  JPS^E_GGD        JPSLGE 
 rcv  TPS^E_GGD        TPSLGE 
 rcv  JPS ODYSSEY      JPSODY  
 rcv  JPS EUROCARD     JPSEUR  
 rcv  TOPCON^HIPER^    TOPHIP  
 rcv  TOPCON^HIPER-GD  TOPHGD  
 rcv  TPS^HIPER-GD     TPSHGD  
 rcv  TOPCON^HIPER-GGD TOPHGG  
 rcv  TPS^HIPER-GGD    TPSHGG 
 rcv  TPS^HIPER        TPSHGG     
 rcv  TPS^HIPERPRO     TPSHPR 
 rcv  TPS^GB-1000      TOPGB1 
 rcv  GB1000           TOPGB1 
 rcv  TPS^GB-500       TOPGB5 
 rcv  GB500            TOPGB5
 rcv  TPS^GB1000       TOPGB1
 rcv  TPS^GB500        TOPGB5
 rcv  TPS^HGGDT        TOPGB1
 rcv  TPS^MAX          TPSMAX    
 rcv  JPS^EGGD         JPSEGT 
 rcv  TPSGR3           TPSGR3
 ant  TOP700337        TOPP12  
 ant  TOP700779A       TOPGD3  
 ant  TOP72210         TOPTRB  
 ant  TPSHIPER_GD      TPSHIP  
 ant  TPSCR3_GGD       TPSC3D  
 ant  TPSCR3_GGD^SNOW  TPSC3R 
 ant  JPSREGANT_SD_E   JPRSDE
 ant  JPSREGANT_DD_E   JPRDDE
 ant  TPSPG_A1         TPSPGA 
 ant   TPSPG_A1+GP   TPSPGG  
 ant   TPSPG_A5      TPSPG5  
 ant   TPSCR4        TPSCR4  
 ant   TPSCR4 SNOW   TPSCC4  
 ant   TOP72110      TPS721  
 ant   TPSLEGANT_G   TPSLGG  
 ant   TPSLEGANT2    TPSLG2  
 ant   TPSLEGANT3_UHFTPSLG3  
 ant   TPSODYSSEY_I  TPSODY  
 ant   TPSCR.G3      TPSCG3  
 ant   TPSG3_A1      TPSG3A  
 swv  2.6^Mar          2.60   
 swv  2.4^Sep          2.40  
 swv  2.5^Jun          2.50
 swv  2.5^Feb          2.51   
 swv  3.0^Jun          3.00 
 swv  3.1^Jan          3.10
 swv  3.1^Mar          3.10 
 swv  3.5^May          3.50
 swv  3.4^Dec          3.40
# Sokkia codes
 rcv   PDCSTD          SOKRAD  
 rcv   SOKKIA^RAD      SOKRAD  
 ant   SOK_GSR2700ISX  SOKGSR   
 ant   SOK^502         SOK502 
 swv   swv ^4.502/     4.502
# 3SNavigation codes
 ant  3S-02-TSADM      3STSDM
# AeroAmtenna codes  
 ant  AERAT2775_41  AERA41 
 ant  AERAT2775_42  AERA42 
 ant  AERAT2775_43  AERCHK  
 ant  AERAT2775_43  AERCHR    
 ant  AERAT2775_62  AERA62 
 ant  AERAT2775_160 AER160 
 ant  AERAT1675_29  AER167                         

# CHC codes
 swv 4.93      4.93 
              
#####  Radome codes
 rad CAFG     CAFG
 rad CONE     CONE
 rad DOME     DOME
 rad DUTD     DUTD
 rad EMRA     EMRA
 rad ENCL     ENCL
 rad GRAZ     GRAZ
 rad JPLA     JPLA
 rad LEIC     LEIC
 rad LEIS     LEIS
 rad OSOD     OSOD
 rad SCIS     SCIS
 rad SCIT     SCIT
 rad SCPL     SCPL
 rad SNOW     SNOW
 rad TCWD     TCWD
 rad UNAV     UNAV
 rad UNKN     UNKN 
 rad NONE     NONE

# Ad hoc IRNS receiver/antenna
 rcv 18700    IRN187
 swv 16974    1.0  
